Lämpötilan keskiarvo [°C],Alin lämpötila [°C],Ylin lämpötila [°C],Tunnin sademäärä [mm],Suhteellisen kosteuden keskiarvo [%],Ilmanpaineen keskiarvo [hPa],Keskituulen nopeus [m/s],Kovin keskituulen nopeus [m/s],Kovin puuska [m/s],Tuulen suunnan keskiarvo [°]
19.1,18.4,19.7,0.0,60,1013.3,4.5,4.8,7.4,130.0
19.9,19.3,20.5,0.0,52,1013.3,4.5,5.3,8.3,121.0
19.7,19.4,20.0,0.0,56,1013.6,5.0,5.8,7.8,107.0
20.2,19.3,20.7,0.0,55,1013.6,4.8,5.4,7.8,108.0
20.5,20.1,20.8,0.0,49,1013.6,4.8,5.6,7.9,108.0
20.7,20.4,21.4,0.0,50,1013.8,5.4,6.7,8.6,107.0
20.4,20.0,20.9,0.0,56,1014.1,5.6,6.5,9.3,108.0
20.0,19.7,20.5,0.0,53,1014.1,6.4,7.2,10.5,103.0
19.7,19.3,19.9,0.0,59,1014.2,5.6,7.1,9.5,108.0
18.8,18.4,19.3,0.0,64,1014.1,6.0,7.2,11.2,104.0
18.1,17.8,18.3,0.0,72,1014.3,4.8,6.3,9.0,112.0
17.7,17.2,18.0,0.0,76,1014.5,3.2,4.7,6.9,162.0
16.8,16.5,17.2,0.0,68,1014.9,2.4,3.0,4.1,224.0
16.4,16.0,16.6,0.0,68,1015.1,2.1,2.8,4.7,203.0
16.1,15.5,16.4,0.0,75,1015.4,3.5,4.2,6.2,196.0
15.4,15.0,15.6,0.0,79,1015.3,3.4,4.1,5.9,216.0
15.1,14.9,15.2,0.0,86,1015.5,3.4,4.0,5.8,210.0
14.8,14.6,14.9,0.0,91,1015.7,3.2,3.8,5.8,196.0
14.7,14.4,14.9,0.0,93,1016.1,3.3,3.9,6.1,196.0
14.8,14.6,14.9,0.0,92,1016.5,3.0,4.0,5.7,184.0
15.6,14.8,16.4,0.0,87,1016.7,3.0,3.6,5.7,176.0
16.7,16.4,17.0,0.0,82,1016.8,4.1,5.1,7.3,173.0
17.4,16.7,17.9,0.0,75,1017.2,4.1,5.1,7.8,162.0
18.3,17.7,18.9,0.0,66,1017.5,4.8,5.9,8.2,149.0
19.2,18.5,19.7,0.0,62,1017.9,5.4,6.8,9.2,145.0
18.5,18.0,19.4,0.0,65,1018.2,5.7,7.3,9.9,139.0
18.7,18.0,19.7,0.0,66,1018.4,6.2,7.3,10.2,135.0
18.0,17.3,18.5,0.0,70,1018.8,4.8,6.8,9.3,137.0
15.7,14.4,17.3,1.8,87,1019.3,4.5,5.6,9.2,152.0
14.1,14.0,14.4,1.6,98,1019.5,4.0,4.8,7.4,193.0
15.2,14.1,16.6,0.4,97,1019.3,3.2,3.9,5.7,147.0
17.1,16.5,17.6,0.0,83,1019.1,3.9,4.6,7.2,132.0
17.1,16.5,17.5,0.0,79,1019.3,5.5,6.2,8.5,141.0
16.7,16.5,16.9,0.0,82,1019.5,5.3,6.3,9.0,140.0
14.9,14.1,16.9,2.7,95,1020.2,4.7,6.8,12.0,215.0
14.2,14.0,14.3,0.0,99,1020.5,2.9,3.4,4.9,185.0
14.2,13.8,14.6,0.0,95,1020.8,3.5,4.1,6.1,167.0
14.7,14.4,14.9,0.0,90,1021.1,3.8,4.2,6.4,162.0
14.9,14.5,15.4,0.0,89,1021.3,3.7,4.1,6.3,155.0
15.5,15.2,15.7,0.0,88,1021.5,3.3,4.2,6.1,155.0
15.4,15.1,15.8,0.0,94,1021.5,2.9,3.3,5.1,142.0
15.0,14.8,15.4,0.0,97,1021.6,2.7,3.2,4.9,138.0
15.0,14.8,15.3,0.0,95,1021.7,2.6,3.2,5.0,145.0
14.6,14.4,14.8,0.0,98,1021.6,2.2,3.1,3.6,129.0
15.0,14.7,15.4,0.0,97,1021.4,3.0,3.4,5.6,122.0
16.2,15.5,16.5,0.0,90,1021.6,3.8,4.6,6.6,156.0
16.8,16.1,17.5,0.0,86,1021.7,3.8,4.7,6.7,163.0
18.0,17.5,18.6,0.0,78,1021.7,3.3,3.9,5.4,154.0
18.5,18.0,18.8,0.0,75,1022.1,3.5,4.5,6.5,154.0
18.8,18.3,19.3,0.0,70,1022.4,4.0,4.4,6.6,153.0
19.5,18.9,19.9,0.0,66,1022.6,3.5,4.3,6.7,157.0
19.3,18.8,20.0,0.0,63,1022.7,3.7,4.5,7.3,155.0
19.1,18.5,20.6,0.0,65,1022.7,2.9,3.7,5.4,143.0
19.7,19.2,20.5,0.0,58,1022.4,2.7,3.3,5.5,157.0
20.2,19.6,20.6,0.0,56,1022.1,3.5,4.1,5.8,153.0
20.5,19.8,20.9,0.0,54,1022.0,2.7,3.1,5.2,157.0
20.2,19.6,20.5,0.0,55,1021.9,2.3,2.8,5.6,177.0
18.6,17.8,19.5,0.0,63,1021.9,3.6,4.2,6.7,228.0
17.2,16.6,17.8,0.0,73,1021.8,2.8,3.9,5.3,228.0
16.4,16.2,16.7,0.0,70,1021.9,2.5,3.1,3.7,223.0
16.2,15.9,16.5,0.0,75,1021.8,2.2,3.0,3.9,236.0
15.6,14.7,15.9,0.0,77,1021.6,2.4,3.7,4.7,275.0
13.8,13.4,14.6,0.0,84,1021.5,2.4,2.9,3.3,272.0
13.2,12.9,13.9,0.0,86,1021.3,2.2,2.6,3.1,277.0
12.7,12.1,13.1,0.0,89,1021.3,1.8,2.9,3.1,267.0
12.1,11.7,12.3,0.0,93,1021.3,2.0,2.7,2.6,275.0
11.5,11.0,12.0,0.0,96,1021.4,1.1,1.6,1.6,52.0
10.8,10.6,11.0,0.0,100,1021.2,1.1,1.4,1.6,64.0
11.8,10.9,13.4,0.0,98,1021.1,0.7,0.9,1.2,105.0
14.9,13.4,16.0,0.0,83,1021.1,0.6,1.3,1.5,98.0
17.6,16.0,18.6,0.0,71,1021.2,1.1,1.7,2.7,129.0
17.8,17.4,18.4,0.0,70,1021.1,2.4,3.6,5.2,190.0
18.5,17.3,19.5,0.0,69,1021.2,3.0,4.1,6.5,190.0
19.7,19.1,20.3,0.0,66,1021.2,3.5,4.2,7.0,173.0
19.7,19.1,20.2,0.0,61,1021.2,4.2,5.2,8.0,206.0
20.0,19.8,20.5,0.0,61,1021.3,4.6,5.4,8.3,194.0
19.9,19.5,20.3,0.0,62,1021.3,4.3,5.2,8.8,201.0
19.9,19.7,20.2,0.0,59,1021.2,4.3,5.0,7.5,218.0
20.4,19.7,20.9,0.0,56,1020.9,4.0,4.6,7.0,230.0
20.4,20.1,20.7,0.0,55,1020.5,4.0,4.5,6.4,241.0
20.1,19.3,20.5,0.0,56,1020.3,3.0,3.4,5.5,211.0
18.4,17.6,19.2,0.0,65,1020.2,2.8,3.0,4.8,212.0
17.2,16.6,17.6,0.0,73,1020.1,2.6,3.0,4.1,216.0
16.3,15.8,16.6,0.0,78,1019.9,2.4,2.9,4.4,197.0
15.8,15.6,16.0,0.0,81,1019.9,2.0,2.6,3.7,182.0
15.7,15.3,15.9,0.0,83,1019.7,1.8,2.4,2.9,158.0
14.7,14.1,15.3,0.0,93,1019.5,1.2,1.6,1.9,130.0
13.6,13.3,14.1,0.0,100,1019.3,1.0,1.6,1.9,122.0
12.8,12.4,13.5,0.0,100,1019.2,1.0,1.4,1.6,90.0
12.5,12.1,12.7,0.0,100,1018.8,1.3,1.5,1.7,70.0
11.8,11.6,12.3,0.0,100,1018.5,1.5,1.6,1.9,48.0
11.4,11.2,11.8,0.0,100,1018.2,2.2,2.3,2.8,50.0
11.9,11.3,12.9,0.0,100,1018.1,1.7,2.2,2.5,57.0
15.1,12.9,16.5,0.0,83,1017.8,1.4,2.0,3.1,66.0
17.4,16.4,18.5,0.0,71,1017.4,2.0,2.5,3.9,94.0
19.0,18.4,19.9,0.0,64,1017.0,3.3,3.9,5.4,120.0
20.1,19.7,20.7,0.0,58,1016.6,3.4,4.1,5.5,123.0
20.7,20.3,21.8,0.0,54,1016.2,3.2,3.7,5.4,117.0
21.5,21.1,21.9,0.0,50,1015.8,3.5,4.1,5.4,165.0
21.6,21.1,21.9,0.0,50,1015.5,3.4,4.1,5.6,157.0
21.7,20.9,22.8,0.0,50,1015.2,2.8,3.3,5.0,150.0
21.7,20.5,22.9,0.0,52,1014.8,2.2,2.5,3.7,160.0
22.3,21.3,23.8,0.0,50,1014.4,2.2,2.8,4.4,158.0
22.4,21.1,23.3,0.0,51,1014.1,1.9,2.5,3.8,241.0
21.3,20.8,21.6,0.0,55,1014.0,2.1,2.5,3.5,243.0
20.4,20.3,20.8,0.0,58,1013.7,1.9,2.3,3.4,237.0
19.9,19.3,20.4,0.0,62,1013.7,2.7,3.6,5.1,219.0
19.0,18.8,19.3,0.0,72,1013.8,3.0,3.5,5.0,222.0
18.7,18.6,18.8,0.0,74,1013.8,3.2,3.9,5.1,221.0
18.2,17.6,18.7,0.0,76,1013.7,2.7,3.4,4.4,228.0
18.0,17.7,18.3,0.0,83,1013.7,3.4,3.8,6.3,240.0
18.3,18.0,18.5,0.0,87,1013.8,3.1,3.7,5.5,262.0
17.2,16.4,18.1,0.0,95,1014.0,3.4,3.9,5.7,269.0
16.0,15.6,16.3,0.0,100,1014.3,3.7,4.3,5.9,270.0
15.2,14.9,15.6,0.0,100,1014.3,3.0,3.7,4.9,266.0
14.7,14.5,14.9,0.0,100,1014.5,2.8,3.4,4.7,264.0
14.7,14.3,15.5,0.0,100,1014.8,2.3,3.1,4.8,262.0
16.4,15.6,17.1,0.0,93,1015.1,3.3,4.0,6.3,243.0
16.8,16.3,17.7,0.0,93,1015.3,3.7,4.7,6.7,268.0
18.1,16.9,18.8,0.0,87,1015.7,2.3,2.9,4.2,256.0
19.2,18.5,20.2,0.0,81,1016.1,2.9,4.0,5.3,256.0
21.3,20.1,22.6,0.0,74,1016.3,3.2,4.0,6.6,227.0
22.3,21.8,23.0,0.0,68,1016.2,5.5,6.6,9.7,232.0
23.0,22.2,23.5,0.0,65,1016.5,5.5,6.6,10.0,217.0
23.2,22.3,24.0,0.0,63,1016.8,6.1,7.4,10.2,214.0
23.5,22.8,24.1,0.0,62,1016.9,6.6,7.6,11.1,223.0
23.7,23.2,24.1,0.0,61,1016.9,6.1,6.9,9.5,219.0
23.5,23.1,23.8,0.0,60,1017.0,6.1,7.1,10.3,222.0
22.9,22.2,23.4,0.0,61,1017.1,5.6,6.6,8.9,225.0
21.8,21.2,22.3,0.0,64,1017.4,5.3,6.0,8.2,232.0
20.4,19.8,21.2,0.0,69,1017.9,4.8,5.6,8.1,232.0
19.1,18.5,19.7,0.0,74,1018.3,4.4,5.0,6.6,239.0
18.1,17.6,18.6,0.0,76,1018.9,4.3,4.6,6.9,251.0
17.4,17.2,17.7,0.0,77,1019.2,4.5,5.1,6.9,261.0
16.7,16.4,17.2,0.0,80,1019.5,3.7,4.4,6.1,258.0
16.3,16.0,16.6,0.0,84,1019.7,3.2,3.5,4.7,243.0
16.0,15.9,16.2,0.0,92,1019.9,3.1,3.5,5.0,237.0
16.0,15.8,16.4,0.0,99,1020.2,3.2,3.5,5.1,234.0
16.4,16.1,16.6,0.0,100,1020.4,3.8,4.4,6.2,232.0
16.7,16.1,17.6,0.0,100,1020.8,3.2,3.7,5.4,228.0
18.2,17.6,18.9,0.0,94,1020.9,3.7,4.1,5.9,233.0
19.5,18.9,20.1,0.0,82,1021.1,3.5,4.0,5.3,224.0
20.2,19.9,20.4,0.0,82,1021.4,4.7,5.8,7.7,211.0
20.7,20.0,21.4,0.0,81,1021.7,4.7,6.0,8.4,225.0
21.8,21.3,22.1,0.0,70,1021.9,4.3,5.5,8.5,217.0
22.3,21.9,22.7,0.0,63,1022.2,5.1,5.7,9.0,209.0
22.9,22.5,23.1,0.0,63,1022.0,4.5,5.3,7.1,209.0
23.1,22.7,23.7,0.0,52,1021.9,5.2,6.2,8.3,223.0
24.1,23.6,24.4,0.0,48,1021.7,3.7,4.9,6.7,214.0
24.1,23.8,24.5,0.0,49,1021.5,3.7,4.5,6.4,207.0
24.1,23.8,24.4,0.0,48,1021.3,3.1,4.3,6.0,199.0
23.3,22.8,23.9,0.0,52,1020.8,2.4,2.9,4.2,139.0
22.1,20.7,22.9,0.0,59,1020.6,3.4,4.7,6.0,138.0
20.0,19.5,20.7,0.0,75,1020.6,4.1,5.5,7.9,113.0
19.4,19.2,19.6,0.0,82,1020.3,3.8,4.3,5.8,113.0
19.6,19.6,19.7,0.0,77,1020.3,4.0,4.4,6.8,110.0
19.7,19.5,19.8,0.0,81,1020.0,4.7,5.6,8.0,127.0
20.3,19.8,20.6,0.0,77,1019.4,5.3,6.0,8.5,134.0
20.4,20.1,20.6,0.0,73,1018.8,4.8,5.5,7.9,131.0
19.9,19.1,20.5,0.2,78,1018.5,5.3,5.8,9.1,142.0
18.9,18.6,19.3,0.2,91,1017.5,4.8,5.8,9.0,135.0
18.8,18.6,19.0,0.2,96,1016.7,5.1,5.7,7.9,127.0
18.5,18.3,18.7,0.3,97,1016.5,4.4,5.3,7.4,121.0
18.5,18.2,18.8,0.0,99,1016.2,3.9,4.8,6.4,119.0
19.2,18.8,19.5,0.0,96,1016.0,3.0,3.7,6.0,156.0
20.3,19.6,21.0,0.0,91,1016.1,4.0,4.7,7.2,208.0
21.4,20.8,22.0,0.0,87,1016.3,3.7,4.7,6.8,223.0
22.5,22.0,23.1,0.0,82,1016.8,4.6,5.3,7.9,225.0
22.7,22.2,23.1,0.0,78,1016.9,4.4,5.3,8.0,220.0
22.6,22.1,23.0,0.0,81,1016.9,3.7,5.0,7.3,217.0
22.6,21.7,23.6,0.0,80,1017.9,6.0,7.1,10.0,211.0
22.9,22.3,24.1,0.0,77,1018.4,6.3,7.2,10.6,226.0
23.4,22.9,24.2,0.0,75,1018.5,5.6,6.7,9.2,229.0
22.8,22.0,23.9,0.0,77,1018.6,5.1,6.8,9.9,235.0
22.9,22.1,23.9,0.0,76,1018.5,4.5,4.9,7.2,234.0
22.6,21.9,23.8,0.0,76,1018.6,4.1,4.9,7.0,225.0
21.5,21.4,21.8,0.0,82,1018.7,3.8,4.5,6.5,250.0
20.8,20.2,21.5,0.0,86,1018.5,2.9,4.1,5.9,287.0
19.7,19.6,20.2,0.0,88,1018.5,2.7,4.0,6.0,277.0
19.4,19.2,19.6,0.0,91,1018.4,3.2,4.1,5.3,267.0
19.0,18.4,19.5,1.8,97,1018.5,3.0,4.2,6.3,259.0
18.5,18.4,18.6,1.1,100,1018.7,3.5,4.0,5.9,229.0
18.4,18.4,18.5,0.1,100,1018.5,3.7,4.3,5.8,223.0
18.3,18.1,18.5,0.0,100,1018.7,3.4,4.3,6.6,234.0
17.8,17.5,18.1,0.0,100,1018.8,2.4,3.0,4.3,257.0
17.1,16.6,17.7,0.0,100,1019.0,3.2,3.6,4.9,270.0
16.4,16.2,16.6,0.0,100,1019.3,3.2,3.7,5.5,267.0
16.4,16.2,16.5,0.0,100,1019.6,4.2,4.9,7.0,272.0
16.4,16.2,16.5,0.0,100,1020.0,3.0,4.6,5.4,278.0
16.5,16.3,16.7,0.0,100,1020.6,2.8,4.0,5.7,288.0
17.2,16.6,17.8,0.0,95,1020.8,3.3,4.1,5.9,276.0
19.1,18.0,20.1,0.0,84,1021.2,3.5,4.1,6.5,267.0
20.3,19.8,21.1,0.0,77,1021.3,4.2,5.2,7.8,261.0
21.2,20.2,22.8,0.0,70,1021.5,4.0,5.2,7.8,275.0
22.6,22.2,23.2,0.0,63,1021.8,3.0,4.9,6.3,302.0
22.0,21.6,23.1,0.0,66,1022.2,2.7,3.9,6.0,258.0
23.0,21.6,24.0,0.0,67,1022.6,3.7,4.5,6.5,230.0
23.0,22.2,24.2,0.0,68,1022.9,3.0,4.0,5.7,239.0
22.9,22.0,23.6,0.0,68,1023.0,3.5,4.4,6.3,226.0
22.2,21.5,23.3,0.0,71,1023.2,2.4,3.2,4.9,220.0
21.6,21.5,21.8,0.0,74,1023.4,1.9,2.5,3.3,231.0
21.5,20.6,22.2,0.0,66,1023.9,2.5,2.9,4.4,14.0
19.9,19.1,20.7,0.0,69,1024.6,3.2,3.5,4.6,11.0
18.1,17.4,19.0,0.0,78,1025.3,2.7,3.7,4.9,23.0
16.8,16.3,17.7,0.0,84,1025.9,2.5,2.8,3.7,23.0
16.5,16.2,16.9,0.0,85,1026.5,3.3,3.6,4.4,19.0
16.0,15.7,16.3,0.0,86,1027.0,3.6,4.1,4.8,8.0
15.5,15.0,15.9,0.0,88,1027.4,3.0,3.8,5.2,23.0
14.6,14.2,15.0,0.0,93,1027.9,2.5,2.9,5.3,32.0
14.3,14.1,14.7,0.0,91,1028.2,3.0,3.5,6.1,30.0
14.3,14.2,14.4,0.0,91,1028.3,3.3,3.6,6.0,36.0
14.4,14.2,14.7,0.0,86,1028.7,3.1,3.7,5.5,37.0
14.8,14.6,15.1,0.0,81,1029.2,3.5,4.2,6.7,46.0
15.8,15.1,16.7,0.0,75,1029.3,3.7,4.2,7.2,54.0
17.4,16.8,18.5,0.0,65,1029.3,4.6,5.9,8.6,60.0
18.6,18.1,19.2,0.0,61,1029.5,3.6,4.2,7.5,75.0
19.3,18.8,20.2,0.0,60,1029.7,3.3,4.2,6.1,70.0
20.0,19.2,20.9,0.0,60,1029.8,3.7,4.6,6.5,108.0
20.0,19.2,20.8,0.0,63,1029.7,4.7,5.5,8.3,127.0
19.9,19.4,20.4,0.0,64,1029.5,4.8,5.5,8.0,120.0
19.4,18.9,20.2,0.0,65,1029.3,4.8,5.3,7.6,114.0
19.7,19.2,20.6,0.0,64,1029.2,4.9,5.4,8.2,118.0
19.2,18.5,19.9,0.0,66,1029.1,5.1,6.3,8.5,116.0
18.4,18.2,18.5,0.0,72,1029.2,4.2,6.0,8.2,117.0
18.2,18.1,18.3,0.0,72,1029.0,4.3,4.7,7.5,97.0
18.1,17.9,18.2,0.0,74,1028.8,3.8,4.6,6.9,91.0
18.0,17.9,18.1,0.0,75,1028.7,3.5,4.5,7.6,96.0
17.4,17.1,18.0,0.3,81,1028.3,5.8,6.9,11.8,93.0
17.0,16.8,17.3,0.0,80,1028.1,5.9,7.6,11.5,89.0
16.7,16.6,16.9,0.0,80,1028.2,4.9,6.6,10.8,87.0
16.5,16.1,16.8,0.0,81,1028.2,4.2,5.8,9.3,76.0
15.6,14.8,16.1,0.3,88,1028.0,3.9,4.6,6.5,45.0
14.1,13.8,14.8,0.4,95,1027.8,3.9,4.9,7.6,39.0
13.5,13.4,13.7,0.4,97,1027.6,4.5,5.1,7.5,50.0
13.3,13.2,13.4,0.6,99,1027.2,3.9,4.6,7.6,48.0
13.3,13.2,13.5,0.3,100,1026.8,3.5,4.0,6.0,52.0
13.8,13.5,14.1,0.7,100,1026.4,3.9,4.8,7.2,45.0
14.2,14.1,14.4,0.0,100,1026.3,3.5,4.0,6.1,35.0
14.8,14.4,15.1,0.0,100,1026.2,3.7,4.1,6.7,53.0
15.3,15.1,15.6,0.0,99,1026.1,4.3,5.0,7.6,56.0
15.5,15.4,15.7,0.0,95,1026.3,4.2,4.6,8.0,64.0
15.8,15.6,16.0,0.0,92,1026.3,3.8,4.5,6.9,57.0
15.8,15.7,16.0,0.0,93,1026.4,4.1,4.6,7.0,62.0
15.7,15.6,15.8,0.0,90,1026.2,4.7,5.7,8.9,51.0
15.6,15.5,15.7,0.0,86,1025.9,4.6,5.3,8.6,49.0
15.5,15.2,15.8,0.0,86,1025.8,4.2,5.0,7.6,51.0
15.1,15.0,15.2,0.0,90,1025.6,4.1,4.8,7.1,57.0
15.1,15.0,15.1,0.0,88,1025.2,3.7,5.3,7.7,60.0
15.4,15.1,15.7,0.0,86,1025.1,3.1,3.7,6.6,46.0
15.7,15.6,15.7,0.0,86,1024.9,2.9,3.4,5.2,45.0
15.8,15.6,15.8,0.0,85,1024.7,3.0,3.5,5.6,52.0
15.8,15.8,15.9,0.0,82,1024.6,3.0,3.4,5.4,48.0
15.7,15.6,15.8,0.0,83,1024.6,2.8,3.2,5.4,34.0
15.6,15.5,15.7,0.0,83,1024.4,3.5,4.1,6.4,44.0
15.5,15.3,15.5,0.0,81,1024.0,3.3,3.9,5.9,43.0
15.2,15.0,15.4,0.0,83,1023.8,2.9,3.4,5.0,47.0
15.0,14.9,15.1,0.0,86,1023.5,3.1,3.7,5.3,45.0
14.8,14.7,15.0,0.0,88,1023.3,2.9,3.4,5.5,36.0
14.5,14.3,14.7,0.0,89,1023.2,3.0,3.5,6.6,36.0
14.1,14.0,14.4,0.0,90,1023.1,3.6,4.0,6.5,34.0
14.1,14.0,14.2,0.0,89,1023.1,3.9,4.4,6.9,43.0
14.5,14.1,14.7,0.0,87,1023.0,3.4,4.0,7.4,57.0
14.9,14.7,15.2,0.0,84,1023.3,3.2,3.9,5.7,62.0
15.9,15.2,17.1,0.0,82,1023.3,3.0,3.7,6.0,77.0
17.6,17.0,18.2,0.0,77,1023.2,4.1,4.9,7.4,92.0
18.1,18.0,18.3,0.0,76,1023.1,4.3,5.3,7.9,96.0
18.4,18.2,18.7,0.0,77,1022.9,4.9,5.4,8.0,108.0
18.8,18.3,20.2,0.0,72,1022.5,4.3,5.3,7.8,116.0
19.5,18.9,20.1,0.0,67,1022.1,4.5,5.7,7.5,118.0
19.6,19.4,20.1,0.0,64,1021.7,3.8,4.1,6.2,116.0
19.4,19.1,20.2,0.0,57,1021.4,3.6,4.1,5.9,114.0
19.2,18.5,19.8,0.0,58,1021.1,3.4,4.0,5.4,136.0
17.9,17.2,18.5,0.0,66,1020.8,2.9,3.5,5.1,129.0
16.5,15.7,17.2,0.0,74,1020.6,1.9,3.0,3.6,128.0
15.4,14.5,16.3,0.0,82,1020.5,1.8,2.5,3.2,110.0
13.6,13.0,14.4,0.0,95,1020.3,1.7,1.9,2.4,67.0
12.6,12.1,13.1,0.0,100,1020.2,2.2,2.9,3.2,48.0
12.3,11.5,13.6,0.0,99,1020.2,2.1,2.9,3.5,46.0
11.4,11.0,11.9,0.0,100,1019.9,2.0,2.7,2.9,65.0
11.6,11.0,12.4,0.0,100,1019.5,2.5,2.8,3.2,58.0
11.6,11.4,12.3,0.0,100,1019.2,1.8,2.5,2.7,49.0
11.9,11.5,12.4,0.0,100,1018.9,2.8,3.2,3.8,52.0
13.0,12.3,13.4,0.0,92,1018.4,2.9,3.2,4.0,50.0
13.5,12.8,13.9,0.0,88,1017.9,2.7,3.3,3.9,52.0
13.9,13.7,14.3,0.0,86,1017.4,2.2,2.7,3.2,54.0
14.7,14.3,15.2,0.0,88,1017.0,2.0,2.7,3.5,65.0
15.7,15.2,16.1,0.0,88,1016.8,1.9,2.4,3.5,68.0
16.7,16.1,17.8,0.0,88,1016.5,2.0,2.4,3.5,75.0
19.0,17.6,20.0,0.0,81,1016.2,2.7,4.0,5.3,105.0
20.5,20.0,21.1,0.0,72,1015.7,3.8,4.3,6.1,118.0
20.6,20.3,21.1,0.0,72,1015.3,3.3,3.8,5.6,110.0
20.6,20.3,21.0,0.0,73,1014.9,4.0,4.9,6.3,108.0
20.7,20.3,21.4,0.0,73,1014.5,3.9,4.4,7.0,106.0
19.9,19.6,20.4,0.0,85,1013.9,3.8,4.6,6.9,119.0
19.3,19.1,19.6,0.0,90,1013.4,3.8,4.7,6.4,111.0
18.8,18.6,19.1,0.1,94,1013.0,3.4,4.2,5.5,119.0
18.5,18.4,18.5,0.1,100,1012.6,2.5,3.3,3.9,126.0
18.1,17.8,18.4,0.0,99,1012.3,2.5,2.9,4.2,211.0
17.3,16.9,17.7,0.0,100,1012.0,2.4,3.2,4.6,283.0
16.7,16.3,16.9,0.0,100,1012.0,2.7,3.1,4.4,286.0
16.3,16.2,16.6,0.0,100,1012.0,3.1,3.4,6.7,286.0
16.0,15.6,16.5,0.0,100,1012.2,3.5,4.0,5.9,298.0
15.0,14.5,15.5,0.0,100,1012.2,2.9,3.6,5.2,315.0
14.2,14.0,14.5,0.0,100,1012.0,2.9,3.4,4.5,303.0
14.0,13.9,14.1,0.0,100,1011.8,3.1,3.4,4.6,296.0
14.3,13.8,14.6,0.0,100,1011.7,2.6,3.4,4.7,303.0
14.6,14.5,14.7,0.0,100,1011.6,2.0,3.3,4.9,307.0
14.7,14.6,14.9,0.0,100,1011.4,1.6,1.9,2.9,293.0
14.8,14.7,14.9,0.0,100,1011.2,1.4,2.3,3.4,279.0
15.5,14.9,16.1,0.0,99,1011.1,1.6,2.9,4.2,265.0
16.4,15.9,17.0,0.0,93,1011.2,2.1,2.7,4.4,239.0
17.3,16.6,18.4,0.0,85,1011.1,2.0,2.7,4.3,259.0
18.9,17.9,20.1,0.0,78,1011.0,2.5,3.9,5.2,246.0
19.9,19.1,21.2,0.0,77,1010.8,3.3,4.2,6.8,211.0
20.2,19.4,21.5,0.0,76,1010.4,5.2,5.9,8.3,212.0
19.5,18.9,20.5,0.0,82,1010.2,4.8,6.4,9.9,219.0
17.8,17.0,19.0,0.7,94,1010.0,4.2,5.9,8.6,222.0
18.3,17.7,19.2,1.5,94,1009.8,2.5,4.2,6.4,235.0
19.0,18.2,20.3,0.0,88,1009.4,2.0,3.0,4.4,221.0
19.0,18.0,20.4,0.0,84,1009.3,4.3,5.0,7.4,218.0
17.8,17.4,18.0,0.0,89,1009.2,4.6,5.4,7.4,233.0
16.9,16.5,17.4,0.0,92,1009.2,3.4,4.0,6.1,258.0
16.2,15.9,16.6,0.0,98,1009.3,3.0,3.8,5.1,272.0
15.8,15.4,16.0,0.0,100,1009.3,3.1,3.5,4.8,270.0
15.7,15.3,15.9,0.0,100,1009.3,2.8,3.1,4.5,289.0
15.6,15.5,15.8,0.2,100,1009.4,2.7,2.8,4.4,301.0
15.5,15.4,15.5,0.1,100,1009.4,2.4,2.8,3.5,303.0
15.6,15.4,15.7,0.0,100,1009.2,2.5,2.8,4.0,292.0
15.5,15.4,15.6,0.0,100,1009.4,2.5,2.8,4.2,297.0
15.5,15.4,15.5,0.0,100,1009.4,3.2,3.4,4.7,292.0
15.3,15.1,15.5,0.0,100,1009.6,2.7,3.2,4.3,307.0
15.2,15.0,15.3,0.0,100,1009.8,2.9,3.4,5.3,309.0
15.3,15.3,15.6,0.0,100,1010.0,2.6,3.2,4.7,316.0
15.7,15.5,15.9,0.0,100,1010.3,2.5,3.2,4.6,323.0
16.0,15.8,16.2,0.0,100,1010.7,2.8,3.1,5.6,326.0
16.7,16.1,17.1,0.0,95,1011.0,2.8,3.2,6.2,351.0
16.5,16.2,16.9,0.0,92,1011.5,2.3,2.7,3.7,40.0
17.1,16.6,18.1,0.0,88,1011.9,1.9,2.4,3.5,33.0
18.1,17.5,18.8,0.0,80,1012.1,1.8,2.4,4.8,40.0
17.4,17.1,18.0,0.7,94,1012.3,1.8,2.9,4.0,191.0
18.1,17.3,19.3,0.0,90,1012.4,2.4,2.9,4.3,159.0
18.5,18.0,19.4,0.0,83,1012.5,3.0,3.5,5.2,166.0
18.6,18.2,18.8,0.0,83,1012.4,2.7,3.6,5.6,179.0
18.5,18.1,18.9,0.0,83,1012.2,3.4,4.0,5.9,215.0
17.7,17.3,18.2,0.0,88,1012.1,3.3,3.8,6.4,223.0
17.3,17.1,17.5,0.0,93,1012.1,3.2,3.9,5.1,219.0
16.6,16.2,17.0,0.0,96,1012.3,3.4,3.9,5.7,236.0
15.9,15.7,16.2,0.0,100,1012.5,3.6,4.1,5.6,239.0
15.5,15.3,15.7,0.0,100,1012.5,3.7,3.9,6.1,251.0
15.1,14.8,15.3,0.0,100,1012.5,3.5,4.0,5.8,254.0
14.8,14.7,15.0,0.0,100,1012.4,3.6,3.9,5.9,254.0
14.8,14.5,15.0,0.0,100,1012.5,3.4,4.2,6.8,253.0
14.9,14.6,15.1,0.0,100,1012.5,3.5,4.0,5.7,275.0
14.5,14.3,14.6,0.0,100,1012.5,2.4,3.5,4.5,286.0
